recency,spend_6m,career_focus,hobby_focus,career_stage,new_user,platform,campaign_group,platform_visit,conversion,spend_next_14d
10,52.923,0,1,Career switch,1,Desktop,Control,0,0,0.0
7,444.89900000000006,0,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
8,656.461,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
1,1140.126,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
1,268.06,0,1,Career switch,0,Mobile,Career,0,0,0.0
3,299.208,1,0,Early career,0,Multichannel,Career,0,0,0.0
1,345.397,0,1,Early career,0,Desktop,Career,1,1,124.501
10,110.097,1,0,Career switch,0,Mobile,Career,0,0,0.0
1,263.536,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
4,196.17000000000002,0,1,Mid/senior professional,1,Desktop,Career,1,0,0.0
9,112.073,0,1,Early career,0,Desktop,Career,0,0,0.0
8,937.3779999999999,1,1,Career switch,1,Multichannel,Career,0,0,0.0
2,963.508,1,0,Mid/senior professional,1,Multichannel,Hobby,0,0,0.0
11,437.151,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
2,421.226,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
5,74.152,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
6,338.767,0,1,Mid/senior professional,1,Desktop,Hobby,1,0,0.0
1,228.865,1,0,Early career,0,Mobile,Hobby,1,0,0.0
3,59.73500000000001,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
3,1056.497,0,1,Career switch,1,Desktop,Hobby,1,0,0.0
4,57.239000000000004,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
7,228.13700000000003,0,1,Early career,0,Desktop,Hobby,0,0,0.0
11,236.47000000000003,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
11,231.98499999999999,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
2,543.92,1,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
11,66.846,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
10,51.168,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
2,1259.804,1,0,Mid/senior professional,1,Mobile,Career,0,0,0.0
2,1322.555,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
3,508.092,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
5,193.90800000000002,1,0,Mid/senior professional,1,Desktop,Career,0,0,0.0
3,220.662,0,1,Early career,1,Mobile,Career,1,0,0.0
4,577.291,0,1,Mid/senior professional,0,Multichannel,Control,0,0,0.0
9,522.4960000000001,1,0,Mid/senior professional,0,Multichannel,Control,0,0,0.0
1,70.941,0,1,Early career,1,Desktop,Control,0,0,0.0
2,100.10000000000001,1,0,Career switch,1,Mobile,Control,0,0,0.0
5,244.348,0,1,Early career,1,Desktop,Control,0,0,0.0
8,38.987,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
1,71.94200000000001,1,0,Career switch,0,Desktop,Control,0,0,0.0
9,217.334,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
11,203.89200000000002,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
1,416.312,0,1,Career switch,0,Desktop,Career,1,0,0.0
9,411.58000000000004,1,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
2,202.644,0,1,Career switch,1,Desktop,Career,1,0,0.0
9,737.8149999999999,1,1,Mid/senior professional,1,Desktop,Career,1,0,0.0
6,179.25699999999998,0,1,Career switch,1,Desktop,Career,0,0,0.0
4,1077.102,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
5,174.525,0,1,Career switch,0,Desktop,Control,0,0,0.0
7,103.168,0,1,Early career,1,Mobile,Career,0,0,0.0
10,285.31100000000004,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
1,277.66700000000003,1,0,Career switch,1,Desktop,Career,0,0,0.0
4,167.011,0,1,Mid/senior professional,1,Desktop,Control,0,0,0.0
5,200.421,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
1,462.02,1,0,Early career,0,Desktop,Career,1,0,0.0
7,230.633,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
2,155.857,1,0,Mid/senior professional,1,Desktop,Control,0,0,0.0
2,1475.292,0,1,Career switch,1,Multichannel,Control,0,0,0.0
3,250.588,1,0,Career switch,1,Mobile,Control,0,0,0.0
11,547.3389999999999,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
11,38.987,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
3,395.317,1,0,Career switch,0,Desktop,Control,0,0,0.0
5,414.895,1,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
6,95.27700000000002,1,0,Career switch,1,Desktop,Career,0,0,0.0
1,102.076,1,0,Mid/senior professional,1,Desktop,Control,0,0,0.0
10,87.607,0,1,Career switch,0,Mobile,Control,0,0,0.0
9,96.43400000000001,0,1,Mid/senior professional,1,Desktop,Hobby,1,0,0.0
8,148.889,1,0,Early career,1,Desktop,Control,0,0,0.0
8,431.69100000000003,0,1,Career switch,0,Mobile,Control,0,0,0.0
6,115.778,0,1,Career switch,0,Mobile,Career,0,0,0.0
5,136.084,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
3,441.38899999999995,1,0,Early career,0,Desktop,Control,0,0,0.0
11,574.288,1,1,Early career,0,Mobile,Control,0,0,0.0
1,38.987,0,1,Early career,0,Mobile,Career,0,0,0.0
9,255.957,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
8,394.43300000000005,1,1,Career switch,0,Multichannel,Career,0,0,0.0
3,267.033,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
4,174.26500000000001,0,1,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
1,608.6990000000001,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
6,353.418,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
11,420.173,1,0,Career switch,0,Desktop,Control,0,0,0.0
7,584.506,0,1,Mid/senior professional,0,Multichannel,Career,0,0,0.0
3,670.956,1,0,Career switch,1,Multichannel,Hobby,0,0,0.0
2,691.3660000000001,1,1,Early career,1,Multichannel,Hobby,1,0,0.0
7,233.75300000000001,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
1,104.013,0,1,Career switch,1,Desktop,Control,0,0,0.0
1,368.745,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
10,125.333,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
3,213.14800000000002,0,1,Early career,0,Mobile,Control,0,0,0.0
8,832.273,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
3,319.98199999999997,1,1,Career switch,1,Mobile,Control,0,0,0.0
7,587.769,1,0,Career switch,0,Multichannel,Control,0,0,0.0
9,1544.465,0,1,Career switch,1,Desktop,Hobby,0,0,0.0
2,233.402,1,0,Early career,1,Desktop,Career,1,0,0.0
8,43.81,1,0,Career switch,0,Mobile,Control,0,0,0.0
2,136.136,0,1,Career switch,0,Mobile,Hobby,1,0,0.0
3,95.069,0,1,Career switch,0,Desktop,Control,0,0,0.0
9,38.987,0,1,Career switch,0,Mobile,Control,1,0,0.0
3,149.708,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
4,1317.069,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
1,1620.6190000000001,1,0,Mid/senior professional,1,Multichannel,Career,0,0,0.0
10,157.365,0,1,Career switch,0,Mobile,Control,0,0,0.0
10,51.207,1,0,Career switch,0,Desktop,Career,0,0,0.0
5,390.624,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
9,219.115,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
5,215.761,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
6,294.424,1,0,Early career,0,Desktop,Control,0,0,0.0
2,682.708,0,1,Early career,1,Mobile,Career,0,0,0.0
11,100.24300000000001,0,1,Early career,0,Mobile,Control,0,0,0.0
3,275.86,1,0,Career switch,0,Desktop,Career,0,0,0.0
8,41.262,1,0,Mid/senior professional,1,Desktop,Career,0,0,0.0
11,58.968,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
6,1186.393,0,1,Career switch,1,Multichannel,Career,0,0,0.0
8,178.841,1,0,Early career,0,Mobile,Control,0,0,0.0
10,38.987,1,0,Mid/senior professional,1,Desktop,Career,1,0,0.0
9,178.672,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
2,134.719,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
10,145.067,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
6,275.639,0,1,Career switch,1,Multichannel,Control,0,0,0.0
2,505.92100000000005,1,0,Career switch,1,Mobile,Control,0,0,0.0
6,246.03799999999998,0,1,Career switch,0,Desktop,Control,1,0,0.0
1,655.148,1,1,Mid/senior professional,1,Desktop,Control,0,0,0.0
12,311.207,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
9,84.12299999999999,0,1,Career switch,0,Mobile,Career,0,0,0.0
3,192.43900000000002,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
1,315.809,0,1,Early career,1,Mobile,Hobby,0,0,0.0
1,1321.307,1,1,Mid/senior professional,1,Desktop,Hobby,1,0,0.0
3,736.996,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
11,187.45999999999998,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
2,429.27299999999997,0,1,Career switch,0,Mobile,Career,0,0,0.0
5,43.108,0,1,Early career,1,Mobile,Career,0,0,0.0
11,287.898,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
6,39.624,1,0,Mid/senior professional,1,Desktop,Control,0,0,0.0
1,277.238,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
5,555.802,1,1,Career switch,0,Mobile,Career,0,0,0.0
10,43.966,1,0,Early career,1,Mobile,Control,0,0,0.0
10,338.5330000000001,0,1,Career switch,1,Mobile,Career,0,0,0.0
2,70.629,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
4,60.216,0,1,Mid/senior professional,0,Mobile,Hobby,1,0,0.0
3,58.175000000000004,0,1,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
5,752.765,1,0,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
2,432.757,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
11,38.987,1,0,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
3,642.954,1,1,Early career,0,Multichannel,Control,0,0,0.0
1,39.741,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
8,340.379,1,0,Early career,0,Mobile,Hobby,0,0,0.0
3,236.34000000000003,1,0,Mid/senior professional,1,Desktop,Control,1,1,119.49600000000001
10,38.987,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
9,275.47,0,1,Career switch,0,Multichannel,Career,0,0,0.0
2,215.124,0,1,Early career,0,Desktop,Control,0,0,0.0
10,434.33000000000004,0,1,Career switch,0,Multichannel,Control,0,0,0.0
5,62.894000000000005,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
1,318.149,0,1,Career switch,0,Desktop,Control,0,0,0.0
9,1057.7839999999999,1,0,Career switch,1,Mobile,Career,0,0,0.0
9,178.464,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
9,87.594,1,0,Career switch,0,Mobile,Hobby,0,0,0.0
7,382.967,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
9,928.46,1,0,Career switch,1,Desktop,Control,0,0,0.0
3,184.613,0,1,Career switch,1,Mobile,Control,0,0,0.0
6,573.768,0,1,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
9,234.06500000000003,1,0,Career switch,0,Mobile,Career,0,0,0.0
12,38.987,1,0,Career switch,0,Mobile,Hobby,1,0,0.0
7,1043.419,0,1,Mid/senior professional,1,Multichannel,Career,0,0,0.0
8,86.112,1,0,Career switch,0,Desktop,Career,0,0,0.0
1,197.73,0,1,Career switch,0,Mobile,Control,0,0,0.0
12,594.347,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
10,376.33700000000005,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
12,41.314,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
1,231.25699999999998,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
5,501.696,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
4,38.987,1,0,Mid/senior professional,0,Mobile,Career,1,0,0.0
7,148.49900000000002,0,1,Early career,1,Mobile,Career,0,0,0.0
4,273.598,0,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
7,406.601,1,0,Mid/senior professional,0,Multichannel,Control,1,0,0.0
6,378.144,1,0,Career switch,0,Multichannel,Control,0,0,0.0
2,144.768,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
2,202.95600000000002,0,1,Mid/senior professional,1,Desktop,Control,0,0,0.0
9,393.10699999999997,1,0,Mid/senior professional,1,Multichannel,Control,0,0,0.0
4,920.5040000000001,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
6,42.445,0,1,Career switch,0,Desktop,Hobby,0,0,0.0
1,807.4040000000001,1,1,Career switch,1,Mobile,Career,0,0,0.0
1,440.34900000000005,1,0,Mid/senior professional,1,Desktop,Career,1,0,0.0
8,318.89000000000004,0,1,Career switch,1,Multichannel,Control,0,0,0.0
12,370.942,1,1,Career switch,1,Mobile,Career,0,0,0.0
10,723.996,0,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
10,38.987,0,1,Early career,0,Desktop,Career,0,0,0.0
10,195.48100000000002,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
10,298.688,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
7,237.107,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
8,157.573,1,0,Early career,0,Desktop,Career,0,0,0.0
1,413.27,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
6,277.25100000000003,1,0,Career switch,1,Mobile,Career,0,0,0.0
1,538.1220000000001,0,1,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
12,872.7160000000001,1,1,Career switch,1,Desktop,Control,0,0,0.0
1,746.1740000000001,0,1,Career switch,1,Multichannel,Hobby,0,0,0.0
11,188.03199999999998,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
2,92.898,1,0,Early career,1,Desktop,Hobby,0,0,0.0
11,592.7090000000001,1,0,Early career,0,Desktop,Control,0,0,0.0
8,207.22000000000003,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
7,330.122,1,0,Early career,0,Multichannel,Control,1,0,0.0
2,205.452,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
11,216.983,1,0,Career switch,1,Mobile,Career,0,0,0.0
10,38.987,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
1,48.971000000000004,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
12,105.06599999999999,0,1,Career switch,1,Mobile,Control,0,0,0.0
4,124.358,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
2,84.604,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
2,979.459,1,1,Career switch,1,Desktop,Hobby,0,0,0.0
9,1221.8700000000001,1,0,Mid/senior professional,1,Mobile,Career,1,0,0.0
3,220.155,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
10,38.987,0,1,Career switch,1,Desktop,Control,0,0,0.0
7,56.355000000000004,1,0,Career switch,1,Desktop,Career,0,0,0.0
6,501.18899999999996,1,0,Mid/senior professional,0,Multichannel,Career,0,0,0.0
9,38.987,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
2,40.235,0,1,Early career,0,Mobile,Hobby,0,0,0.0
12,319.63100000000003,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
11,306.371,1,1,Mid/senior professional,1,Desktop,Control,0,0,0.0
6,273.858,1,0,Early career,0,Multichannel,Career,0,0,0.0
10,450.866,0,1,Mid/senior professional,1,Desktop,Control,0,0,0.0
1,171.808,0,1,Career switch,1,Desktop,Career,0,0,0.0
8,415.66200000000003,1,0,Mid/senior professional,1,Multichannel,Control,0,0,0.0
9,228.813,1,0,Early career,0,Mobile,Career,1,0,0.0
1,885.651,1,1,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
6,149.33100000000002,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
4,431.535,0,1,Early career,0,Mobile,Career,0,0,0.0
2,605.722,0,1,Career switch,1,Mobile,Hobby,0,0,0.0
11,191.256,0,1,Career switch,1,Desktop,Career,0,0,0.0
6,38.987,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
3,91.403,0,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
3,50.973000000000006,0,1,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
12,506.571,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
7,72.527,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
8,298.064,0,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
9,165.15200000000002,0,1,Early career,1,Mobile,Hobby,0,0,0.0
3,440.583,1,0,Mid/senior professional,0,Multichannel,Career,0,0,0.0
9,438.165,1,0,Career switch,1,Mobile,Career,0,0,0.0
7,532.064,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
1,367.289,1,0,Career switch,0,Desktop,Career,1,0,0.0
6,72.423,1,0,Early career,0,Mobile,Hobby,0,0,0.0
3,38.987,0,1,Mid/senior professional,0,Mobile,Control,0,0,0.0
9,242.853,0,1,Career switch,0,Desktop,Hobby,0,0,0.0
4,152.633,0,1,Career switch,0,Desktop,Career,0,0,0.0
7,99.151,1,0,Early career,0,Desktop,Hobby,1,0,0.0
2,1475.786,0,1,Mid/senior professional,1,Desktop,Control,0,0,0.0
1,284.531,0,1,Early career,0,Multichannel,Career,0,0,0.0
4,38.987,1,0,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
10,609.791,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
12,147.056,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
1,1968.252,0,1,Career switch,1,Desktop,Control,0,0,0.0
1,301.288,1,1,Career switch,0,Mobile,Control,1,0,0.0
10,57.941,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
1,314.53499999999997,0,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
5,111.072,1,0,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
12,463.34600000000006,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
10,555.9580000000001,0,1,Mid/senior professional,0,Desktop,Career,1,0,0.0
10,737.0740000000001,1,0,Early career,1,Multichannel,Career,1,0,0.0
1,593.125,1,1,Mid/senior professional,1,Desktop,Control,1,0,0.0
8,170.482,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
1,179.881,0,1,Early career,0,Desktop,Control,0,0,0.0
10,190.32000000000002,1,0,Career switch,0,Mobile,Hobby,0,0,0.0
6,38.987,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
2,227.89000000000001,0,1,Early career,1,Mobile,Hobby,1,0,0.0
2,847.587,1,0,Career switch,1,Mobile,Control,0,0,0.0
10,186.108,0,1,Mid/senior professional,1,Desktop,Control,0,0,0.0
3,85.78699999999999,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
9,72.423,1,0,Career switch,0,Mobile,Career,1,0,0.0
4,54.691,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
9,501.059,1,0,Career switch,0,Mobile,Control,0,0,0.0
7,572.7280000000001,1,0,Early career,0,Mobile,Control,0,0,0.0
1,38.987,1,0,Mid/senior professional,1,Desktop,Control,0,0,0.0
11,483.392,0,1,Mid/senior professional,0,Multichannel,Control,0,0,0.0
5,81.44500000000001,1,0,Career switch,0,Desktop,Career,0,0,0.0
8,99.78800000000001,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
8,189.67000000000002,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
10,213.655,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
1,2549.521,0,1,Career switch,1,Multichannel,Hobby,0,0,0.0
9,179.67300000000003,1,0,Career switch,0,Mobile,Control,0,0,0.0
2,85.436,1,0,Career switch,0,Mobile,Career,0,0,0.0
1,392.49600000000004,0,1,Career switch,1,Multichannel,Control,0,0,0.0
1,38.987,0,1,Career switch,0,Desktop,Control,0,0,0.0
2,319.059,1,0,Career switch,0,Mobile,Career,0,0,0.0
5,57.746,1,0,Career switch,1,Mobile,Control,0,0,0.0
11,239.35600000000002,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
5,113.21700000000001,0,1,Career switch,0,Desktop,Career,1,0,0.0
1,813.15,0,1,Career switch,1,Multichannel,Hobby,0,0,0.0
5,168.194,0,1,Mid/senior professional,1,Mobile,Hobby,0,0,0.0
5,857.1290000000001,1,0,Career switch,1,Multichannel,Hobby,0,0,0.0
1,371.397,1,1,Mid/senior professional,0,Desktop,Career,0,0,0.0
5,342.498,1,0,Mid/senior professional,1,Mobile,Career,0,0,0.0
9,162.305,1,0,Career switch,1,Mobile,Control,0,0,0.0
4,187.902,0,1,Career switch,1,Desktop,Control,0,0,0.0
1,140.881,0,1,Early career,1,Mobile,Career,0,0,0.0
7,1269.827,1,1,Career switch,1,Mobile,Hobby,0,0,0.0
1,519.74,1,0,Mid/senior professional,0,Desktop,Control,1,0,0.0
7,525.1220000000001,0,1,Mid/senior professional,0,Multichannel,Control,0,0,0.0
2,53.300000000000004,1,0,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
10,231.842,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
2,520.624,1,0,Mid/senior professional,0,Multichannel,Hobby,0,0,0.0
4,339.651,1,0,Career switch,0,Mobile,Career,0,0,0.0
7,61.580999999999996,1,0,Career switch,1,Desktop,Hobby,0,0,0.0
4,768.846,0,1,Mid/senior professional,1,Multichannel,Career,0,0,0.0
2,60.021,0,1,Early career,1,Desktop,Career,1,0,0.0
8,250.094,1,0,Career switch,0,Desktop,Career,0,0,0.0
11,38.987,0,1,Career switch,1,Mobile,Career,0,0,0.0
1,283.99800000000005,1,1,Career switch,1,Mobile,Control,0,0,0.0
2,132.808,1,0,Mid/senior professional,1,Mobile,Career,0,0,0.0
6,135.382,1,0,Early career,1,Desktop,Hobby,0,0,0.0
10,303.862,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
2,716.144,0,1,Career switch,1,Mobile,Career,0,0,0.0
9,38.987,1,0,Mid/senior professional,0,Desktop,Control,0,0,0.0
10,143.377,0,1,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
9,38.987,1,0,Career switch,0,Mobile,Control,0,0,0.0
6,427.856,1,1,Early career,0,Mobile,Career,1,0,0.0
4,48.672,0,1,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
1,124.358,1,0,Early career,1,Desktop,Control,0,0,0.0
6,173.069,0,1,Mid/senior professional,0,Desktop,Hobby,1,0,0.0
7,153.15300000000002,1,0,Mid/senior professional,0,Mobile,Control,0,0,0.0
1,38.987,0,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
2,261.69,1,1,Career switch,0,Mobile,Career,0,0,0.0
4,38.987,0,1,Career switch,1,Desktop,Control,0,0,0.0
3,352.84600000000006,0,1,Career switch,1,Desktop,Career,0,0,0.0
5,52.078,1,0,Career switch,1,Desktop,Control,0,0,0.0
6,114.114,1,0,Mid/senior professional,0,Desktop,Hobby,0,0,0.0
1,409.487,0,1,Mid/senior professional,0,Desktop,Control,0,0,0.0
8,1254.045,1,1,Career switch,1,Mobile,Control,1,0,0.0
7,268.476,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
2,859.729,1,1,Mid/senior professional,1,Multichannel,Control,1,0,0.0
10,105.56,0,1,Career switch,0,Desktop,Career,1,0,0.0
1,262.665,1,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
1,260.377,1,0,Mid/senior professional,0,Multichannel,Hobby,0,0,0.0
1,44.031,1,0,Mid/senior professional,0,Mobile,Career,1,1,38.987
11,139.72400000000002,1,0,Career switch,0,Mobile,Control,0,0,0.0
1,1346.28,0,1,Mid/senior professional,1,Mobile,Career,0,0,0.0
12,53.807,0,1,Early career,1,Mobile,Career,0,0,0.0
5,335.68600000000004,1,0,Career switch,1,Multichannel,Control,0,0,0.0
1,466.60900000000004,0,1,Mid/senior professional,0,Desktop,Career,1,0,0.0
10,485.21200000000005,0,1,Career switch,0,Mobile,Career,0,0,0.0
2,174.187,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
5,855.556,1,0,Early career,1,Multichannel,Hobby,0,0,0.0
4,693.186,1,1,Early career,1,Mobile,Control,0,0,0.0
1,241.18900000000002,0,1,Mid/senior professional,0,Mobile,Career,0,0,0.0
4,476.489,1,1,Career switch,0,Mobile,Hobby,0,0,0.0
5,179.90699999999998,0,1,Mid/senior professional,0,Mobile,Hobby,0,0,0.0
1,294.749,1,1,Career switch,1,Desktop,Hobby,0,0,0.0
5,39.169,0,1,Mid/senior professional,1,Desktop,Control,0,0,0.0
4,77.896,0,1,Early career,1,Desktop,Career,0,0,0.0
4,270.504,0,1,Career switch,0,Desktop,Control,0,0,0.0
6,59.91700000000001,1,0,Career switch,0,Desktop,Career,0,0,0.0
2,854.776,1,0,Mid/senior professional,1,Mobile,Control,1,0,0.0
5,38.987,0,1,Early career,0,Mobile,Career,0,0,0.0
2,38.987,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
6,616.993,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
8,292.955,0,1,Mid/senior professional,1,Multichannel,Career,0,0,0.0
9,382.98,0,1,Career switch,1,Mobile,Control,0,0,0.0
5,797.1600000000001,1,0,Mid/senior professional,1,Multichannel,Career,1,0,0.0
1,38.987,1,0,Mid/senior professional,0,Desktop,Career,0,0,0.0
3,1557.6080000000002,1,0,Career switch,1,Desktop,Career,0,0,0.0
8,484.86100000000005,1,0,Career switch,0,Multichannel,Hobby,0,0,0.0
1,103.61000000000001,0,1,Career switch,1,Desktop,Hobby,0,0,0.0
5,38.987,0,1,Mid/senior professional,1,Desktop,Hobby,0,0,0.0
3,453.882,1,1,Mid/senior professional,0,Multichannel,Career,1,0,0.0
7,165.178,1,0,Early career,0,Desktop,Control,0,0,0.0
9,73.242,0,1,Mid/senior professional,1,Desktop,Career,0,0,0.0
2,1411.6960000000001,1,1,Career switch,1,Desktop,Hobby,0,0,0.0
9,283.738,1,0,Career switch,0,Desktop,Hobby,0,0,0.0
12,270.218,1,1,Mid/senior professional,1,Mobile,Control,0,0,0.0
1,128.232,1,0,Career switch,0,Desktop,Control,0,0,0.0
1,38.987,1,0,Career switch,0,Mobile,Control,0,0,0.0
10,148.603,1,0,Mid/senior professional,1,Mobile,Control,0,0,0.0
9,38.987,0,1,Career switch,0,Mobile,Hobby,0,0,0.0
9,242.84000000000003,1,0,Career switch,1,Desktop,Control,0,0,0.0
7,264.42,1,0,Early career,0,Desktop,Hobby,0,0,0.0
10,38.987,1,0,Career switch,0,Desktop,Control,0,0,0.0
9,376.70099999999996,0,1,Career switch,0,Multichannel,Control,0,0,0.0
2,238.875,1,0,Mid/senior professional,0,Mobile,Career,0,0,0.0
1,791.6610000000001,1,1,Career switch,1,Desktop,Hobby,0,0,0.0
8,303.602,0,1,Career switch,0,Mobile,Control,0,0,0.0
5,422.25300000000004,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
9,452.81600000000003,0,1,Career switch,0,Multichannel,Career,1,0,0.0
2,103.46700000000001,1,0,Early career,0,Desktop,Hobby,0,0,0.0
9,344.136,0,1,Early career,0,Mobile,Control,0,0,0.0
10,38.987,1,0,Career switch,1,Mobile,Hobby,0,0,0.0
